,studentID,averagedCorrectness,averagedTimespent,totalNumProblems,numTopics,averagedComplexity,maxComplexity,minComplexity,averagedGoodworkTime,maxGoodworkTime,averagedEngagedTime_session,minEngagedTime_session,maxEngagedTime_session,averagedPointsEarned_session,maxPointsEarned_session,averagedNumWorkAttempted,averagedNumProbCompleted,averagedNumNewlyMasteredTopics,maxNumNewlyMasteredTopics,averagedWastedTime_session,averagedNumProblemsCorrect_session,maxNumProblemsCorrect_session,minNumProblemsCorrect_session,averagedEngagedTime_week,maxEngagedTime_week,minEngagedTime_week,averagedWastedTime_week,maxWastedTime,minWastedTime,averagedPointsEarned_week,maxPointsEarned_week,minPointsEarned,averagedWorksheetsAttempted,averagedNumProblemsCorrect_week,maxNumProblemsCorrect_week,minNumProblemsCorrect_week,averagedNumProblemsCompleted,maxNumProblemsCompleted,minNumProblemsCompleted,averagedNewlyMastedTopics,maxNewlyMastedTopics,numTrophiesEarned,averageRank,numberOfTestsCompleted,finishedCoursesNum,numAvatar
20,225605,70.44444444,136.7777778,9,8,1197.777778,10000,10,739.9444444,2687,921.0555556,21,3270,5012,25955,24.61111111,144.4444444,3.555555556,10,11.44444444,138.9444444,463,5,1842.111111,6545,21,22.88888889,140,0,10024,25955,62,49.22222222,277.8888889,936,10,288.8888889,994,10,7.555555556,23,0,8.166666667,0,150,2
21,225606,74.4,45.86666667,15,13,728.6,10000,5,135,331,258.6666667,78,582,540.3333333,1411,12,97.66666667,1.666666667,4,53.66666667,97,264,7,258.6666667,582,78,53.66666667,161,0,540.3333333,1411,20,12,97,264,7,97.66666667,266,7,1.666666667,4,1,1.5,0,0,2
22,225607,83.33333333,57.13333333,15,14,735.8666667,10000,5,372.5,685,526,65,987,885,1720,19,71,3,6,0,66.5,120,13,526,987,65,0,0,0,885,1720,50,19,66.5,120,13,71,129,13,3,6,0,1.5,1,0,1
23,225608,60.85,45.85,20,14,556.5,10000,3,912.9090909,3111,1163.318182,77,3966,5171.272727,39180,24.40909091,141.1363636,4.227272727,14,33.63636364,134.7272727,458,6,2843.666667,6383,77,82.22222222,441,0,12640.88889,41600,15,59.66666667,329.3333333,1056,6,345,1074,6,10.22222222,23,1,7.5,1,111,3
24,225609,72.9375,71.25,16,14,700.375,10000,3,956.8125,2803,1189.375,101,3344,7519.9375,39917,22.375,149.4375,4.0625,14,0,146.125,682,8,2114.444444,5733,101,0,0,0,13368.77778,39917,75,39.77777778,259.7777778,800,8,265.6666667,819,9,7.333333333,20,0,7.692307692,1,127,4
25,225610,46.04761905,67.76190476,21,15,1031.428571,10000,3,726.3333333,1999,919.2424242,0,2531,3439.090909,14755,20.18181818,118.8787879,2.484848485,10,65.66666667,110.8484848,497,2,2166.785714,8281,176,154.7857143,803,0,8106.428571,29766,110,47.57142857,261.2857143,754,2,280.2142857,773,9,6.785714286,24,0,7.5,1,150,2
26,225612,64.5625,74.3125,16,15,692.5625,10000,3,1140.727273,6410,1487.545455,0,8427,4903.681818,37767,36.31818182,274.4545455,5.181818182,28,45.45454545,263.8636364,1187,3,2727.166667,18063,0,83.33333333,797,0,8990.083333,73902,0,66.58333333,483.75,2362,3,503.1666667,2505,4,11.33333333,47,2,7.5,1,72,5
27,225613,51.78571429,47.78571429,14,12,2258.857143,10000,12,1211.454545,4066,1535.090909,0,5432,7631.818182,48886,35.81818182,285.3636364,4.454545455,17,36.81818182,278.7272727,1106,0,2814.333333,10903,3,67.5,278,0,13991.66667,73972,0,65.66666667,511,2130,1,523.1666667,2173,1,8.166666667,33,1,7.5,1,55,4
28,225614,63.70588235,66.23529412,17,14,658.7647059,10000,5,1026.571429,3646,1252.761905,30,4102,5693.904762,22800,30.33333333,171.3809524,3.523809524,13,71.76190476,154.0952381,701,4,2391.636364,10352,44,137,432,0,10870.18182,65788,20,57.90909091,294.1818182,997,12,327.1818182,1061,12,6.727272727,24,0,7.461538462,1,183,2
29,225615,66.07142857,62.92857143,14,13,801,10000,10,1219.96,4347,1522.16,0,5362,4422.08,17008,36.32,187.56,4.76,18,66.96,174.28,491,1,2378.375,8540,0,104.625,517,0,6909.5,37770,0,56.75,272.3125,1298,1,293.0625,1370,2,7.5,23,1,7.5,1,183,5
30,225617,52.38095238,52.0952381,21,17,1031.761905,10000,3,79.5,142,107,37,177,190,340,5.5,28.5,1,2,0,28.5,51,6,107,177,37,0,0,0,190,340,40,5.5,28.5,51,6,28.5,51,6,1,2,0,1,1,0,1
31,225618,57,57.84210526,19,15,602.0526316,10000,5,1109.16,4511,1397.12,85,5336,3716.68,19332,25.88,160.52,3.76,21,117.84,154.56,641,5,2910.666667,11350,145,245.5,2764,0,7743.083333,29444,290,53.91666667,322,771,38,334.4166667,811,38,8.25,23,1,7.5,1,261,3
32,225619,70,71.13333333,15,14,2065.066667,10000,3,972.3846154,6318,1164.730769,0,7493,3901.615385,24340,23.65384615,161,3.038461538,11,71,154.3076923,1240,1,2163.071429,11997,34,131.8571429,1550,0,7245.857143,29657,0,43.92857143,286.5714286,1815,8,299,1909,8,5.785714286,21,1,7.5,1,94,5
33,225620,74.46666667,49.26666667,15,14,741.7333333,10000,3,118,118,178,178,178,513,513,6,21,1,1,154,20,20,20,178,178,178,154,154,154,513,513,513,6,20,20,20,21,21,21,1,1,0,1,1,0,1
34,225621,46.47368421,53.63157895,19,13,1135.684211,10000,3,201,385,296,18,574,328.5,657,9.5,35.5,1.5,3,0,33,64,2,296,574,18,0,0,0,328.5,657,0,9.5,33,64,2,35.5,68,3,1.5,3,0,1,1,0,1
35,225622,65.53333333,78.46666667,15,14,2065.066667,10000,3,1245.961538,5302,1521.230769,13,6457,4489.038462,20260,34.57692308,245.4230769,4.730769231,36,92,234.5,1310,0,3296,10832,209,199.3333333,1679,0,9726.25,61081,154,74.91666667,508.0833333,1727,19,531.75,1740,36,10.83333333,42,4,7.5,1,222,8
36,225623,55.76923077,32.38461538,13,12,3190,10000,8,1471.388889,4570,1819.722222,92,6169,6613.388889,42995,33.44444444,269.2222222,3.777777778,15,118.8888889,256.7777778,888,11,3275.5,10783,110,214,730,0,11904.1,71873,80,60.2,462.2,1312,11,484.6,1364,18,6.8,25,1,7.615384615,1,127,5
37,225624,81.81818182,53.90909091,11,11,984.9090909,10000,5,1308.263158,5050,1605.473684,0,6127,6207.315789,30605,38.78947368,292.1578947,6.315789474,32,111.8947368,280.3684211,1315,2,2773.090909,6790,235,193.2727273,1189,0,10721.72727,32216,75,67,484.2727273,1317,14,504.6363636,1338,16,11,32,1,7.5,0,166,4
38,225627,71.42857143,74.07142857,14,13,795.8571429,10000,5,1169.789474,4784,1384.394737,0,5388,2868.052632,14427,18.44736842,118.0526316,1.684210526,7,49.44736842,107.5263158,653,0,5260.7,29980,976,187.9,1188,0,10898.6,53010,378,70.1,408.6,2291,32,448.6,2486,47,7.3,45,2,7.833333333,1,150,4
39,225628,34.375,37.4375,16,15,2596.1875,10000,8,389.5714286,813,513.5714286,18,1055,974.4285714,2962,19.57142857,140.4285714,2.857142857,10,0,134,337,4,1198.333333,2592,21,0,0,0,2273.666667,3819,40,45.66666667,312.6666667,740,6,327.6666667,783,6,6.666666667,10,0,2.5,1,0,2
40,225638,77.5,30.05,20,14,563,10000,5,1048.225806,8415,1321.83871,0,10160,3166.096774,26900,22.16129032,151.3870968,2.64516129,29,65.48387097,140.516129,881,0,2731.8,10160,109,135.3333333,1638,0,6543.266667,26900,0,45.8,290.4,881,6,312.8666667,893,8,5.733333333,29,1,7.5,1,278,2
41,225661,75,26.16666667,6,6,3511.666667,10000,20,820.7714286,1813,1164.142857,24,2638,3182.885714,21428,24.57142857,121.1714286,3.057142857,10,62.48571429,110.4857143,331,1,2396.764706,11405,24,128.6470588,755,0,6553,21723,0,50.58823529,227.4705882,938,1,249.4705882,1071,1,6.352941176,24,0,7.615384615,0,0,3
42,225677,0,16,1,1,10000,10000,10000,1534.709677,6389,1749.290323,0,7296,6917.16129,30660,22.77419355,109.0645161,3.225806452,33,17.87096774,101.6451613,810,0,3873.428571,33704,0,39.57142857,364,0,15316.57143,116959,0,50.42857143,225.0714286,1079,0,241.5,1102,2,7.214285714,40,3,9.933333333,0,500,4
43,225748,90,27.8,5,5,2033,10000,5,1734.209302,7200,2197.232558,0,9473,4354.55814,25535,33.41860465,208.1162791,4.674418605,40,78.6744186,199.2325581,1182,0,5557.705882,16190,0,199,1335,0,11014.47059,40886,0,84.52941176,503.9411765,2657,1,526.4117647,2713,2,12.05882353,47,3,9,0,316,7
44,225768,100,46,1,1,10000,10000,10000,888.8125,4081,1146.541667,3,5554,2494.75,8790,26.0625,151.7916667,3.583333333,22,55.8125,143.0416667,1016,1,3668.933333,14954,3,178.6,1198,0,7983.2,31686,0,83.4,457.7333333,2499,1,485.7333333,2583,1,12,62,1,8.214285714,0,94,7
45,225784,60,43.8,5,5,2034,10000,10,577.4090909,2018,705.4090909,0,2301,1885.045455,20150,14.09090909,85.13636364,1.454545455,7,33.59090909,75.77272727,492,1,1193.769231,7466,11,56.84615385,497,0,3190.076923,32754,0,23.84615385,128.2307692,492,3,144.0769231,551,3,2.461538462,11,1,5.5,0,261,2
46,229698,100,25,1,1,10000,10000,10000,1471.26087,6338,1762.173913,42,7463,7605.695652,39340,27.52173913,153.6956522,4.652173913,28,40.43478261,146.0434783,897,1,4503.333333,20077,163,103.3333333,652,0,19436.77778,64275,0,70.33333333,373.2222222,1062,6,392.7777778,1090,7,14.11111111,41,2,9.6,0,105,8
47,229706,100,25.5,2,2,5050,10000,100,566.5068493,6416,702.8356164,0,7765,973.4657534,15643,13.28082192,77.97945205,1.315068493,21,108.2465753,71.29452055,756,0,6413.375,34496,50,987.75,6692,0,8882.875,52701,0,121.1875,650.5625,4225,4,711.5625,4471,4,14.6875,89,4,9,0,127,6
48,229721,100,52.5,2,2,5050,10000,100,724.5294118,4246,910.6666667,0,5506,3766.490196,24358,19.52941176,106.4313725,2.490196078,17,61.84313725,99.25490196,849,0,4644.4,15084,18,315.4,1005,0,19209.1,65248,0,99.6,506.2,1997,2,542.8,2102,2,13.4,46,3,9.6,0,172,5
49,229728,87.5,55.25,8,8,1345.625,10000,5,1844.727273,4165,2220.818182,258,5027,6068.909091,13708,43.72727273,248.2727273,6.454545455,23,112.4545455,231.2727273,979,4,3053.625,8130,1382,154.625,754,0,8344.75,19987,475,60.125,318,1516,21,341.375,1583,33,12.25,34,0,9,0,127,3
50,229731,53.57142857,34.78571429,14,11,2240.285714,10000,12,933.3,2729,1183.9,234,3228,6629.6,20051,30.1,156.4,4.4,15,78.3,149.3,519,9,1691.285714,5205,234,111.8571429,232,0,9470.857143,40441,145,43,213.2857143,630,54,223.4285714,659,61,6.285714286,23,1,6.454545455,0,239,2
51,229732,66.75,76.75,4,4,2530,10000,10,506.8,1109,624.4,70,1232,4472.4,19940,13.6,87.2,1.6,3,0,83,190,14,624.4,1232,70,0,0,0,4472.4,19940,190,13.6,83,190,14,87.2,191,14,1.6,3,0,5.857142857,0,0,2
52,229733,75,53,10,9,1083,10000,10,1043.4,3108,1340.9,209,3945,4845,15637,34.1,222.6,5.6,23,29.7,217.1,604,37,1489.888889,5285,209,33,169,0,5383.333333,18539,130,37.88888889,241.2222222,927,37,247.3333333,947,39,6.222222222,29,2,6.3,0,111,6
53,229734,67.61111111,40.38888889,18,17,623.3888889,10000,3,1050.25,1474,1317.5,153,1816,3551.5,5405,46.75,387.25,7.5,17,6.75,377.75,630,19,1317.5,1816,153,6.75,27,0,3551.5,5405,595,46.75,377.75,630,19,387.25,636,20,7.5,17,1,3.833333333,1,0,2
54,229735,50,35.94736842,19,14,591.7368421,10000,5,540.8,1323,671.4,54,1692,2946.6,9093,20.8,202.8,3.2,9,64.2,198.6,537,6,839.25,1692,119,80.25,204,0,3683.25,9093,90,26,248.25,537,10,253.5,547,10,4.25,9,0,4,0,0,3
55,229736,75.5,44.0625,16,13,716.5,10000,10,889.8,2262,1134.266667,0,2964,1875.066667,6149,30,221.2,3.866666667,18,10.4,210.4666667,557,2,1890.444444,5786,393,17.33333333,112,0,3125.111111,12750,0,50,350.7777778,1027,37,368.6666667,1082,48,6.444444444,36,0,5,1,16,2
56,229738,78.625,40.8125,16,14,715.75,10000,8,440.56,1447,596.12,37,2042,1029.68,5510,16.36,98.12,2.24,13,56.12,94.4,743,7,1490.3,7011,39,140.3,461,0,2574.2,15601,0,40.9,236,1498,10,245.3,1520,13,5.6,33,1,5,1,16,3
57,229739,75,86.25,4,4,2530,10000,10,1051.5,1428,1293,1036,1550,2101,2390,31,230.5,6,10,0,228,234,222,1293,1550,1036,0,0,0,2101,2390,1812,31,228,234,222,230.5,235,226,6,10,0,2,0,0,1
58,229741,71.42857143,56.14285714,7,7,1545.714286,10000,20,876.5,1208,1177.5,884,1471,2492,3634,32,143,5,6,48,135,152,118,1177.5,1471,884,48,96,0,2492,3634,1350,32,135,152,118,143,158,128,5,6,0,2,0,0,1
59,229742,55.5,62.16666667,6,4,1705,10000,10,1827.285714,6172,2223.285714,33,7209,10022.42857,56398,55.71428571,381.1428571,8.857142857,36,6.571428571,364.7142857,765,15,3112.6,9772,896,9.2,46,0,14031.4,63671,520,78,510.6,1022,95,533.6,1081,114,12.6,50,3,6.636363636,0,261,4
60,229743,66.7,81.7,10,9,1032.8,10000,3,763.8,1234,887.6,98,1489,449,1525,14.2,62.2,1.6,5,0,55.4,171,3,1109.5,1489,665,0,0,0,561.25,1525,0,17.75,69.25,171,13,77.75,191,19,2,5,0,1.5,0,0,1
61,229745,64.77777778,68.77777778,9,7,1247.777778,10000,10,1148.857143,1594,1496.714286,842,1873,2646,7975,35.57142857,202.1428571,4.571428571,8,99.57142857,187.5714286,399,11,2095.4,4684,842,139.4,410,0,3704.4,14011,525,49.8,262.6,708,11,283,751,32,6.4,20,0,4.428571429,0,72,1
62,229746,52.77777778,29.38888889,18,14,1196.666667,10000,3,1408,3936,1702.25,161,4734,6796.5,35858,40,236,5.125,18,273.125,222.875,523,20,2723.6,8820,938,437,1898,0,10874.4,46676,685,64,356.6,836,50,377.6,901,54,8.2,31,1,6.25,1,72,4
63,229747,54.16666667,47,12,11,924.5,10000,12,1121.894737,3487,1429.736842,64,4396,4978.210526,37110,34.47368421,223.8421053,4.631578947,16,54.84210526,212.8421053,819,1,2716.5,8378,64,104.2,331,0,9458.6,42530,0,65.5,404.4,1136,1,425.3,1183,5,8.9,28,1,7.769230769,0,261,4
64,229750,46.66666667,67.13333333,15,14,2064.8,10000,3,545.4666667,1326,724,0,1662,552,1647,19.8,110.4,1.733333333,6,54.73333333,104.0666667,290,6,1086,2930,0,82.1,208,0,828,3226,0,29.7,156.1,453,7,165.6,474,8,2.6,10,0,3,1,0,2
65,229752,75,67.375,8,8,2644.375,10000,5,1086.923077,2714,1339.538462,93,3444,6019.076923,21753,37.15384615,174.3846154,5.461538462,17,30.53846154,164.9230769,573,9,2176.75,6770,474,49.625,161,0,9781,46663,705,60.375,268,573,10,283.375,602,13,8.875,17,0,6.636363636,0,72,2
66,229754,40.90909091,38.45454545,11,7,1013.636364,10000,50,1011.692308,2692,1206.692308,0,3242,3802.307692,11895,19.53846154,137.2307692,2.230769231,8,70.15384615,132.3076923,322,1,1960.875,5264,0,114,437,0,6178.75,23065,0,31.75,215,450,1,223,463,2,3.625,13,0,6.625,0,55,3
67,229755,42.85714286,42,14,10,1497.5,10000,5,1292.285714,2378,1664.571429,30,3105,3802.428571,13205,38.28571429,224.8571429,3.642857143,13,68.21428571,208.7142857,439,10,3329.142857,11247,30,136.4285714,434,0,7604.857143,32681,0,76.57142857,417.4285714,1668,10,449.7142857,1747,10,7.285714286,38,0,6.2,0,0,2
68,229756,60.71428571,29.42857143,14,12,2976.714286,10000,12,1462.6875,4433,2012.25,36,6174,3962,13875,47.125,236.375,6.125,17,46.9375,215.4375,704,3,4599.428571,13035,36,107.2857143,557,0,9056,23018,0,107.7142857,492.4285714,1379,3,540.2857143,1534,3,14.28571429,47,2,6.5,1,16,4
69,229758,50,60.44444444,9,6,1151.111111,10000,10,432,1181,554.25,0,1518,650.125,3198,17,141.75,1.75,8,110.75,136.75,337,2,886.8,1518,10,177.2,608,0,1040.2,3198,0,27.2,218.8,337,4,226.8,353,4,2.8,8,0,2.5,0,0,2
70,229760,72.375,30.75,16,13,718.375,10000,10,772.8181818,1559,922.5454545,77,1723,2185.909091,4995,33.27272727,304.9090909,4.818181818,15,12.18181818,301,872,16,1127.555556,1768,257,14.88888889,80,0,2671.666667,4995,75,40.66666667,367.8888889,896,28,372.6666667,901,30,5.888888889,15,0,5,1,16,3
71,229761,81.7,59.2,10,10,1079.5,10000,5,1139.666667,2843,1409.333333,0,3399,3868.333333,14988,40,220,5.5,9,80.66666667,207,370,0,1409.333333,3399,0,80.66666667,336,0,3868.333333,14988,0,40,207,370,0,220,387,6,5.5,9,0,4.75,0,16,2
72,229804,51.13333333,49.86666667,15,14,741.7333333,10000,3,798.8571429,2949,996.7142857,163,3638,2680.928571,15350,21.14285714,101.8571429,2.428571429,5,45.35714286,83.92857143,167,2,1550.444444,5631,330,70.55555556,459,0,4170.333333,23292,170,32.88888889,130.5555556,246,25,158.4444444,295,34,3.777777778,9,2,5.5,1,61,6
73,229809,0,18,1,1,10000,10000,10000,1150.375,6171,1482.8125,83,7635,2204.75,12062,29,147.625,2.6875,13,92.3125,127.0625,388,4,2372.5,10399,168,147.7,637,0,3527.6,23222,0,46.4,203.3,502,4,236.2,583,11,4.3,20,0,5.5,0,66,3
74,229818,100,26,1,1,10000,10000,10000,1042,3137,1301.416667,46,3945,3695.083333,21868,30.91666667,195.2083333,4.375,24,70.20833333,184.2083333,1111,6,2231,5775,46,120.3571429,1054,0,6334.428571,24300,205,53,315.7857143,1488,6,334.6428571,1519,6,7.928571429,36,2,7,0,111,5
75,246236,55.875,43.41666667,24,15,480.4583333,10000,3,883,883,1270,1270,1270,1735,1735,20,137,2,2,0,118,118,118,1270,1270,1270,0,0,0,1735,1735,1735,20,118,118,118,137,137,137,2,2,0,1.5,2,0,1
76,246237,67.04545455,61.13636364,22,13,1461,10000,5,511,943,660.5,83,1238,2722.5,5445,16,98,2,4,0,93.5,176,11,660.5,1238,83,0,0,0,2722.5,5445,0,16,93.5,176,11,98,182,14,2,4,0,2.5,1,0,1
77,246238,88.23529412,35.17647059,17,14,658,10000,5,485.6666667,1337,603,0,1678,1646.333333,4869,26.66666667,118,5,15,16.33333333,115,337,0,603,1678,0,16.33333333,49,0,1646.333333,4869,0,26.66666667,115,337,0,118,343,3,7.333333333,22,0,3,1,0,1
78,246239,76.66666667,36.33333333,15,13,762.6,10000,5,1197.25,2330,1554.75,163,2800,1539.25,2340,25,100.5,1.5,3,0,81.25,169,40,6219,6219,6219,0,0,0,6157,6157,6157,100,325,325,325,402,402,402,6,6,0,2.5,1,0,1
79,246242,72.9375,51.9375,16,14,689.875,10000,3,1035.117647,3959,1314.823529,37,5238,2266.529412,11113,26.82352941,204.3529412,3.411764706,12,27.52941176,195.1176471,976,5,5588,17918,432,117,249,0,9632.75,32341,933,114,829.25,2872,58,868.5,3000,62,14.75,48,1,6,1,0,4
80,246243,59.22222222,34.66666667,9,9,3410,10000,10,634.4,1679,865,124,2421,641.4,2550,18.6,145.6,1.6,6,14.2,138,437,6,1441.666667,3069,124,23.66666667,36,0,1069,2590,157,31,230,569,6,242.6666667,593,6,2.666666667,6,0,2,0,0,2
81,246245,59,50.48,25,13,884.36,10000,3,1711,1711,2106,2106,2106,5060,5060,37,187,4,4,0,172,172,172,2106,2106,2106,0,0,0,5060,5060,5060,37,172,172,172,187,187,187,4,4,0,2.5,1,0,1
82,246246,61.76470588,63.17647059,17,13,662.8235294,10000,5,143,143,232,232,232,380,380,9,50,2,2,0,47,47,47,232,232,232,0,0,0,380,380,380,9,47,47,47,50,50,50,2,2,0,1,1,0,1
83,246247,93.33333333,68.66666667,15,14,735.8666667,10000,5,776.2962963,3025,927.8518519,0,3615,1173.888889,5655,11.7037037,52.62962963,1.333333333,13,19.88888889,47.7037037,330,0,4175.333333,13293,284,89.5,420,0,5282.5,13495,0,52.66666667,214.6666667,602,8,236.8333333,634,8,7.5,23,1,5.5,1,0,3
84,246248,78.57142857,27.64285714,14,12,1555.928571,10000,6,1403.714286,2274,1874.571429,0,2765,2243,5365,33.57142857,157.5714286,1.857142857,3,231.2857143,125.8571429,229,0,13122,13122,13122,1619,1619,1619,15701,15701,15701,235,881,881,881,1103,1103,1103,13,13,0,4,1,0,1
85,246249,64.5625,51.625,16,15,691.875,10000,3,778.1111111,2614,980.7777778,116,3355,1294.111111,4017,13.22222222,61.88888889,1,3,4.111111111,53.55555556,125,6,4413.5,7898,929,18.5,37,0,5823.5,9827,1820,59.5,241,387,95,278.5,454,103,8,9,0,5,1,0,3
